427613.wav,2,106,Knock
251424.wav,2,106,Knock
347944.wav,2,106,Knock
403691.wav,2,106,Knock
103999.wav,2,106,Knock
181923.wav,3,106,Knock
138323.wav,3,106,Knock
383761.wav,3,106,Knock
85087.wav,3,106,Knock
402443.wav,3,106,Knock
182041.wav,3,106,Knock
182032.wav,3,106,Knock
182043.wav,3,106,Knock
218988.wav,3,106,Knock
349303.wav,3,106,Knock
158470.wav,1,143,Scissors
51164.wav,1,143,Scissors
133868.wav,1,143,Scissors
63586.wav,1,143,Scissors
140889.wav,1,143,Scissors
240830.wav,1,143,Scissors
187791.wav,1,143,Scissors
272442.wav,1,143,Scissors
352504.wav,1,143,Scissors
132951.wav,1,143,Scissors
212303.wav,1,143,Scissors
393900.wav,1,143,Scissors
274778.wav,1,143,Scissors
344591.wav,1,143,Scissors
420009.wav,1,143,Scissors
197989.wav,1,143,Scissors
143989.wav,1,143,Scissors
263037.wav,1,143,Scissors
340910.wav,1,143,Scissors
127153.wav,1,143,Scissors
360503.wav,1,143,Scissors
353057.wav,1,143,Scissors
108453.wav,1,143,Scissors
412862.wav,1,143,Scissors
329784.wav,1,143,Scissors
365549.wav,1,143,Scissors
142326.wav,1,143,Scissors
346504.wav,1,143,Scissors
167269.wav,1,143,Scissors
64313.wav,1,143,Scissors
169496.wav,1,143,Scissors
157857.wav,1,143,Scissors
318670.wav,1,143,Scissors
426826.wav,1,143,Scissors
379260.wav,1,143,Scissors
348137.wav,1,143,Scissors
426824.wav,1,143,Scissors
408538.wav,1,143,Scissors
235673.wav,1,143,Scissors
401595.wav,1,143,Scissors
366070.wav,1,143,Scissors
207309.wav,1,143,Scissors
216087.wav,1,143,Scissors
272035.wav,1,143,Scissors
256679.wav,1,143,Scissors
412865.wav,1,143,Scissors
132949.wav,1,143,Scissors
390165.wav,1,143,Scissors
50599.wav,1,143,Scissors
19179.wav,1,143,Scissors
212289.wav,1,143,Scissors
378896.wav,1,143,Scissors
83702.wav,1,143,Scissors
426819.wav,1,143,Scissors
268143.wav,1,143,Scissors
433650.wav,1,143,Scissors
365670.wav,1,143,Scissors
212301.wav,1,143,Scissors
81119.wav,1,143,Scissors
236007.wav,1,143,Scissors
179015.wav,1,143,Scissors
19181.wav,1,143,Scissors
406958.wav,1,143,Scissors
393059.wav,1,143,Scissors
212300.wav,1,143,Scissors
108452.wav,2,143,Scissors
382984.wav,2,143,Scissors
257032.wav,2,143,Scissors
402937.wav,2,143,Scissors
366751.wav,2,143,Scissors
346506.wav,2,143,Scissors
245862.wav,2,143,Scissors
19180.wav,2,143,Scissors
194658.wav,2,143,Scissors
24795.wav,2,143,Scissors
347245.wav,2,143,Scissors
119072.wav,2,143,Scissors
260720.wav,3,143,Scissors
119853.wav,3,143,Scissors
108443.wav,3,143,Scissors
424988.wav,3,143,Scissors
346507.wav,3,143,Scissors
6175.wav,3,143,Scissors
18621.wav,3,143,Scissors
426820.wav,3,143,Scissors
331160.wav,3,143,Scissors
185259.wav,3,143,Scissors
232934.wav,3,143,Scissors
132952.wav,3,143,Scissors
137164.wav,3,143,Scissors
365655.wav,1,10,Bathtub_(filling_or_washing)
556.wav,1,10,Bathtub_(filling_or_washing)
406695.wav,1,10,Bathtub_(filling_or_washing)
365657.wav,1,10,Bathtub_(filling_or_washing)
95700.wav,1,10,Bathtub_(filling_or_washing)
144822.wav,1,10,Bathtub_(filling_or_washing)
234577.wav,1,10,Bathtub_(filling_or_washing)
253393.wav,1,10,Bathtub_(filling_or_washing)
427125.wav,1,10,Bathtub_(filling_or_washing)
110329.wav,1,10,Bathtub_(filling_or_washing)
327844.wav,1,10,Bathtub_(filling_or_washing)
267495.wav,1,10,Bathtub_(filling_or_washing)
71574.wav,1,10,Bathtub_(filling_or_washing)
389620.wav,1,10,Bathtub_(filling_or_washing)
232508.wav,1,10,Bathtub_(filling_or_washing)
332280.wav,1,10,Bathtub_(filling_or_washing)
389621.wav,1,10,Bathtub_(filling_or_washing)
265331.wav,1,10,Bathtub_(filling_or_washing)
126984.wav,1,10,Bathtub_(filling_or_washing)
19874.wav,1,10,Bathtub_(filling_or_washing)
415669.wav,1,10,Bathtub_(filling_or_washing)
327845.wav,1,10,Bathtub_(filling_or_washing)
399584.wav,1,10,Bathtub_(filling_or_washing)
371813.wav,1,10,Bathtub_(filling_or_washing)
395080.wav,1,10,Bathtub_(filling_or_washing)
85756.wav,1,10,Bathtub_(filling_or_washing)
119145.wav,1,10,Bathtub_(filling_or_washing)
96507.wav,1,10,Bathtub_(filling_or_washing)
213279.wav,1,10,Bathtub_(filling_or_washing)
265332.wav,1,10,Bathtub_(filling_or_washing)
379156.wav,1,10,Bathtub_(filling_or_washing)
96508.wav,1,10,Bathtub_(filling_or_washing)
202019.wav,1,10,Bathtub_(filling_or_washing)
378626.wav,1,10,Bathtub_(filling_or_washing)
102701.wav,1,10,Bathtub_(filling_or_washing)
417545.wav,1,10,Bathtub_(filling_or_washing)
223321.wav,1,10,Bathtub_(filling_or_washing)
345103.wav,1,10,Bathtub_(filling_or_washing)
212108.wav,1,10,Bathtub_(filling_or_washing)
371818.wav,1,10,Bathtub_(filling_or_washing)
212111.wav,1,10,Bathtub_(filling_or_washing)
394377.wav,1,10,Bathtub_(filling_or_washing)
235775.wav,1,10,Bathtub_(filling_or_washing)
127001.wav,1,10,Bathtub_(filling_or_washing)
67162.wav,1,10,Bathtub_(filling_or_washing)
219475.wav,1,10,Bathtub_(filling_or_washing)
90798.wav,1,10,Bathtub_(filling_or_washing)
121548.wav,1,10,Bathtub_(filling_or_washing)
119717.wav,1,10,Bathtub_(filling_or_washing)
333350.wav,1,10,Bathtub_(filling_or_washing)
382646.wav,1,10,Bathtub_(filling_or_washing)
333110.wav,1,10,Bathtub_(filling_or_washing)
403500.wav,1,10,Bathtub_(filling_or_washing)
263899.wav,1,10,Bathtub_(filling_or_washing)
256316.wav,1,10,Bathtub_(filling_or_washing)
59237.wav,1,10,Bathtub_(filling_or_washing)
67320.wav,1,10,Bathtub_(filling_or_washing)
344422.wav,1,10,Bathtub_(filling_or_washing)
104990.wav,1,10,Bathtub_(filling_or_washing)
378623.wav,1,10,Bathtub_(filling_or_washing)
389988.wav,1,10,Bathtub_(filling_or_washing)
421519.wav,1,10,Bathtub_(filling_or_washing)
67173.wav,1,10,Bathtub_(filling_or_washing)
409129.wav,1,10,Bathtub_(filling_or_washing)
189669.wav,1,10,Bathtub_(filling_or_washing)
399583.wav,1,10,Bathtub_(filling_or_washing)
145298.wav,1,10,Bathtub_(filling_or_washing)
386746.wav,1,10,Bathtub_(filling_or_washing)
24092.wav,1,10,Bathtub_(filling_or_washing)
326201.wav,1,10,Bathtub_(filling_or_washing)
406670.wav,1,10,Bathtub_(filling_or_washing)
340871.wav,1,10,Bathtub_(filling_or_washing)
238950.wav,1,10,Bathtub_(filling_or_washing)
115738.wav,1,10,Bathtub_(filling_or_washing)
235624.wav,1,10,Bathtub_(filling_or_washing)
85900.wav,1,10,Bathtub_(filling_or_washing)
406694.wav,1,10,Bathtub_(filling_or_washing)
151613.wav,3,10,Bathtub_(filling_or_washing)
317333.wav,3,10,Bathtub_(filling_or_washing)
419233.wav,3,10,Bathtub_(filling_or_washing)
431395.wav,3,10,Bathtub_(filling_or_washing)
346767.wav,3,10,Bathtub_(filling_or_washing)
365653.wav,3,10,Bathtub_(filling_or_washing)
63751.wav,3,10,Bathtub_(filling_or_washing)
143247.wav,3,10,Bathtub_(filling_or_washing)
238393.wav,3,10,Bathtub_(filling_or_washing)
382640.wav,3,10,Bathtub_(filling_or_washing)
206167.wav,3,10,Bathtub_(filling_or_washing)
85901.wav,3,10,Bathtub_(filling_or_washing)
86226.wav,3,10,Bathtub_(filling_or_washing)
11563.wav,3,10,Bathtub_(filling_or_washing)
324773.wav,3,10,Bathtub_(filling_or_washing)
108411.wav,3,10,Bathtub_(filling_or_washing)
390652.wav,3,10,Bathtub_(filling_or_washing)
265339.wav,3,10,Bathtub_(filling_or_washing)
132229.wav,3,10,Bathtub_(filling_or_washing)
218838.wav,3,10,Bathtub_(filling_or_washing)
332282.wav,3,10,Bathtub_(filling_or_washing)
154695.wav,3,10,Bathtub_(filling_or_washing)
370217.wav,1,17,Boiling
423006.wav,1,17,Boiling
408345.wav,1,17,Boiling
55246.wav,1,17,Boiling
259657.wav,1,17,Boiling
257089.wav,1,17,Boiling
317665.wav,1,17,Boiling
19845.wav,1,17,Boiling
360717.wav,1,17,Boiling
257090.wav,1,17,Boiling
1942.wav,1,17,Boiling
365102.wav,1,17,Boiling
71787.wav,1,17,Boiling
180935.wav,1,17,Boiling
118099.wav,1,17,Boiling
371075.wav,1,17,Boiling
378687.wav,1,17,Boiling
248296.wav,1,17,Boiling
248295.wav,1,17,Boiling
212612.wav,1,17,Boiling
322945.wav,1,17,Boiling
343743.wav,1,17,Boiling
259658.wav,1,17,Boiling
171248.wav,1,17,Boiling
217206.wav,1,17,Boiling
417913.wav,1,17,Boiling
68741.wav,1,17,Boiling
97333.wav,1,17,Boiling
16121.wav,1,17,Boiling
417996.wav,1,17,Boiling
412186.wav,1,17,Boiling
212610.wav,1,17,Boiling
184802.wav,1,17,Boiling
128066.wav,1,17,Boiling
261377.wav,1,17,Boiling
412374.wav,1,17,Boiling
388549.wav,1,17,Boiling
412123.wav,1,17,Boiling
167475.wav,1,17,Boiling
415893.wav,1,17,Boiling
19843.wav,1,17,Boiling
217991.wav,1,17,Boiling
415892.wav,1,17,Boiling
350551.wav,1,17,Boiling
258389.wav,1,17,Boiling
16584.wav,1,17,Boiling
19841.wav,1,17,Boiling
353111.wav,1,17,Boiling
185711.wav,1,17,Boiling
351275.wav,3,17,Boiling
174500.wav,3,17,Boiling
435559.wav,3,17,Boiling
19842.wav,3,17,Boiling
390460.wav,3,17,Boiling
137229.wav,3,17,Boiling
351274.wav,3,17,Boiling
176126.wav,3,17,Boiling
94210.wav,3,17,Boiling
212611.wav,3,17,Boiling
142333.wav,3,17,Boiling
167477.wav,3,17,Boiling
